2021.findings-acl.332,Using surprisal and f{MRI} to map the neural bases of broad and local contextual prediction during natural language comprehension,2021,-1,-1,2,0.0,8278,shohini bhattasali,Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021,0,0,0.0,0.0
2021.clpsych-1.7,Community-level Research on Suicidality Prediction in a Secure Environment: Overview of the {CLP}sych 2021 Shared Task,2021,-1,-1,5,0.0,398,sean macavaney,Proceedings of the Seventh Workshop on Computational Linguistics and Clinical Psychology: Improving Access,0,0,0.0,0.0
2021.acl-long.126,Syntopical Graphs for Computational Argumentation Tasks,2021,-1,-1,8,0.0,12878,joe barrow,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),1,0,0.0,0.0
2020.nlpcovid19-2.30,Developing a Curated Topic Model for {COVID}-19 Medical Research Literature,2020,-1,-1,1,1.0,8279,philip resnik,Proceedings of the 1st Workshop on {NLP} for {COVID}-19 (Part 2) at {EMNLP} 2020,0,0,0.0,0.0
2020.emnlp-main.137,{I}mproving {N}eural {T}opic {M}odels using {K}nowledge {D}istillation,2020,-1,-1,3,0.0,7701,alexander hoyle,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),0,0,0.0,0.0
2020.acl-main.29,A Joint Model for Document Segmentation and Segment Labeling,2020,-1,-1,6,0.0,12878,joe barrow,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics,1,0,0.0,0.0
2020.acl-main.723,A Prioritization Model for Suicidality Risk Assessment,2020,-1,-1,2,0.0,23096,hanchin shing,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics,1,0,0.0,0.0
W19-3003,{CLP}sych 2019 Shared Task: Predicting the Degree of Suicide Risk in {R}eddit Posts,2019,-1,-1,2,0.804598,16583,ayah zirikly,Proceedings of the Sixth Workshop on Computational Linguistics and Clinical Psychology,0,0,0.0,0.0
D19-1120,A Multilingual Topic Model for Learning Weighted Topic Links Across Corpora with Low Comparability,2019,0,0,3,1.0,26832,weiwei yang,Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP),0,0,-0.4127510837059888,-0.009249526924205801
W18-0603,"Expert, Crowdsourced, and Machine Assessment of Suicide Risk via Online Postings",2018,-1,-1,6,0.0,23096,hanchin shing,Proceedings of the Fifth Workshop on Computational Linguistics and Clinical Psychology: From Keyboard to Clinic,0,0,0.0,0.0
W18-0604,{CLP}sych 2018 Shared Task: Predicting Current and Future Psychological Health from Childhood Essays,2018,-1,-1,5,0.0,22950,veronica lynn,Proceedings of the Fifth Workshop on Computational Linguistics and Clinical Psychology: From Keyboard to Clinic,0,0,0.0,0.0
C18-1152,Assessing Composition in Sentence Vector Representations,2018,35,2,4,1.0,8001,allyson ettinger,Proceedings of the 27th International Conference on Computational Linguistics,0,0,0.13774789535522386,-0.6166313129667882
D17-1203,Adapting Topic Models using Lexical Associations with Tree Priors,2017,17,1,3,1.0,26832,weiwei yang,Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing,0,0,-0.4127510837059888,-0.009249526924205801
W16-2524,Probing for semantic evidence of composition by means of simple classification tasks,2016,21,21,3,1.0,8001,allyson ettinger,Proceedings of the 1st Workshop on Evaluating Vector-Space Representations for {NLP},0,0,-0.3355725560456702,0.4497990913174605
W16-0319,The {UMD} {CLP}sych 2016 Shared Task System: Text Representation for Predicting Triage of Forum Posts about Mental Health,2016,6,0,4,0.0,28601,meir friedenberg,Proceedings of the Third Workshop on Computational Linguistics and Clinical Psychology,0,0,0.0,0.0
W16-0321,The {GW}/{UMD} {CLP}sych 2016 Shared Task System,2016,5,2,3,0.804598,16583,ayah zirikly,Proceedings of the Third Workshop on Computational Linguistics and Clinical Psychology,0,0,-0.031362483355824,-0.032453646393453
S16-1184,{CLIP}@{UMD} at {S}em{E}val-2016 Task 8: Parser for {A}bstract {M}eaning {R}epresentation using Learning to Search,2016,13,3,4,0.0,4267,sudha rao,Proceedings of the 10th International Workshop on Semantic Evaluation ({S}em{E}val-2016),0,0,0.06767810891876584,-0.47698899710557247
P16-1065,A Discriminative Topic Model using Document Network Structure,2016,39,9,3,1.0,26832,weiwei yang,Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),1,0,-0.4127510837059888,-0.009249526924205801
P16-1177,Learning Text Pair Similarity with Context-sensitive Autoencoders,2016,27,24,2,0.0,12582,hadi amiri,Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),1,0,-0.031362483355824,-0.032453646393453
N16-1163,Retrofitting Sense-Specific Word Vectors Using Parallel Text,2016,16,4,2,1.0,8001,allyson ettinger,Proceedings of the 2016 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies,0,0,-0.031362483355824,-0.032453646393453
