2021.eacl-main.172,Learning Relatedness between Types with Prototypes for Relation Extraction,2021,-1,-1,2,1.0,10780,lisheng fu,Proceedings of the 16th Conference of the European Chapter of the Association for Computational Linguistics: Main Volume,0,0,0.0,0.0
W18-6126,A Case Study on Learning a Unified Encoder of Relations,2018,0,1,4,1.0,10780,lisheng fu,Proceedings of the 2018 {EMNLP} Workshop W-{NUT}: The 4th Workshop on Noisy User-generated Text,0,0,-0.031362483355824,-0.032453646393453
I17-2072,Domain Adaptation for Relation Extraction with Domain Adversarial Neural Network,2017,0,13,4,1.0,10780,lisheng fu,Proceedings of the Eighth International Joint Conference on Natural Language Processing (Volume 2: Short Papers),0,0,-2.4747839883894183,-1.008987148886737
W16-1618,A Two-stage Approach for Extending Event Detection to New Types via Neural Networks,2016,28,13,4,1.0,118,thien nguyen,Proceedings of the 1st Workshop on Representation Learning for {NLP},0,0,0.0,0.0
N16-1034,Joint Event Extraction via Recurrent Neural Networks,2016,29,86,3,1.0,118,thien nguyen,Proceedings of the 2016 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies,0,0,0.0,0.0
L16-1088,Entity Linking with a Paraphrase Flavor,2016,17,0,3,1.0,34827,maria pershina,Proceedings of the Tenth International Conference on Language Resources and Evaluation ({LREC}'16),0,0,-0.13600328052294938,0.16689267524847962
D16-1085,Modeling Skip-Grams for Event Detection with Convolutional Neural Networks,2016,25,30,2,1.0,118,thien nguyen,Proceedings of the 2016 Conference on Empirical Methods in Natural Language Processing,0,0,0.0,0.0
W15-4502,Improving Event Detection with {A}bstract {M}eaning {R}epresentation,2015,25,16,4,0.0,1813,xiang li,Proceedings of the First Workshop on Computing News Storylines,0,0,0.5552447830850196,-0.22978540194223337
W15-2709,Idiom Paraphrases: Seventh Heaven vs Cloud Nine,2015,39,5,3,1.0,34827,maria pershina,"Proceedings of the First Workshop on Linking Computational Models of Lexical, Sentential and Discourse-level Semantics",0,0,-0.3399946343359274,0.09082813214048235
W15-1506,Relation Extraction: Perspective from Convolutional Neural Networks,2015,47,167,2,1.0,118,thien nguyen,Proceedings of the 1st Workshop on Vector Space Modeling for Natural Language Processing,0,0,-0.7707124997921184,-0.33734151394555245
R15-1010,Improving Event Detection with Active Learning,2015,15,4,4,0.0,30065,kai cao,Proceedings of the International Conference Recent Advances in Natural Language Processing,0,0,-0.9698371677595868,-0.5089978229039612
R15-1011,Improving Event Detection with Dependency Regularization,2015,9,2,3,0.0,30065,kai cao,Proceedings of the International Conference Recent Advances in Natural Language Processing,0,0,-0.3396329405896387,0.007079081628548499
R15-1026,Jointly Embedding Relations and Mentions for Knowledge Population,2015,16,4,4,0.0,26849,miao fan,Proceedings of the International Conference Recent Advances in Natural Language Processing,0,0,-1.253073235872621,-0.520720397640095
P15-2060,Event Detection and Domain Adaptation with Convolutional Neural Networks,2015,32,99,2,1.0,118,thien nguyen,Proceedings of the 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing (Volume 2: Short Papers),0,0,0.0,0.0
P15-1062,Semantic Representations for Domain Adaptation: A Case Study on the Tree Kernel-based Method for Relation Extraction,2015,43,19,3,1.0,118,thien nguyen,Proceedings of the 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),1,0,-1.253073235872621,-0.520720397640095
N15-3007,{ICE}: Rapid Information Extraction Customization for {NLP} Novices,2015,8,8,2,0.667498,12154,yifan he,Proceedings of the 2015 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Demonstrations,0,0,-0.3396329405896387,0.007079081628548499
N15-1026,Personalized Page Rank for Named Entity Disambiguation,2015,12,41,3,1.0,34827,maria pershina,Proceedings of the 2015 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Human Language Technologies,0,0,-0.00175464662009589,-0.02690897599273817
W14-6002,Jargon-Term Extraction by Chunking,2014,20,4,6,0.0,3082,adam meyers,Proceedings of the {COLING} Workshop on Synchronic and Diachronic Approaches to Analyzing Technical Language,0,0,-0.3469877281355973,-0.24013147778508268
P14-2012,Employing Word Representations and Regularization for Domain Adaptation of Relation Extraction,2014,32,51,2,1.0,118,thien nguyen,Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers),0,0,-0.9255683629655932,-0.5414094514058317
